Date,Adj Close
1/2/15,36.52367
1/5/15,36.498432
1/6/15,36.624584
1/7/15,37.179634
1/8/15,37.188042
1/9/15,37.129162
1/12/15,37.507603
1/13/15,36.75914
1/14/15,36.767544
1/15/15,36.809601
1/16/15,37.129162
1/20/15,36.868465
1/21/15,37.028248
1/22/15,37.944912
1/23/15,38.104702
1/26/15,38.558838
1/27/15,39.635284
1/28/15,39.038193
1/29/15,38.88681
1/30/15,37.961731
2/2/15,37.970146
2/3/15,38.029015
2/4/15,37.986965
2/5/15,38.508373
2/6/15,37.541245
2/9/15,37.574883
2/10/15,37.743084
2/11/15,37.347828
2/12/15,37.650574
2/13/15,36.843239
2/17/15,36.75914
2/18/15,36.969383
2/19/15,36.035896
2/20/15,36.178867
2/23/15,36.548889
2/24/15,35.90134
2/25/15,36.077942
2/26/15,35.682693
2/27/15,35.918159
3/2/15,35.909756
3/3/15,35.867706
3/4/15,35.640636
3/5/15,35.87611
3/6/15,34.816486
3/9/15,34.866932
3/10/15,34.606236
3/11/15,35.085594
3/12/15,35.792011
3/13/15,35.699501
3/16/15,36.301712
3/17/15,36.284744
3/18/15,36.895428
3/19/15,37.0481
3/20/15,37.650295
3/23/15,37.938683
3/24/15,37.641815
3/25/15,36.997208
3/26/15,36.530716
3/27/15,36.505264
3/30/15,37.285591
3/31/15,36.946327
4/1/15,36.802135
4/2/15,36.971764
4/6/15,37.633335
4/7/15,36.768208
4/8/15,36.895428
4/9/15,35.936993
4/10/15,36.038773
4/13/15,35.987888
4/14/15,36.335629
4/15/15,36.259296
4/16/15,36.4459
4/17/15,36.36956
4/20/15,36.513748
4/21/15,36.267776
4/22/15,35.928513
4/23/15,36.098152
4/24/15,36.098152
4/27/15,36.004848
4/28/15,35.818256
4/29/15,34.842857
4/30/15,34.096466
5/1/15,34.283054
5/4/15,34.240658
5/5/15,33.511227
5/6/15,33.596046
5/7/15,34.121895
5/8/15,34.562958
5/11/15,34.300022
5/12/15,34.223694
5/13/15,33.850494
5/14/15,34.15583
5/15/15,34.545994
5/18/15,34.41877
5/19/15,34.393318
5/20/15,34.562958
5/21/15,34.206726
5/22/15,34.164314
5/26/15,33.884415
5/27/15,34.240658
5/28/15,34.147358
5/29/15,33.579079
6/1/15,34.028599
6/2/15,34.071018
6/3/15,33.884415
6/4/15,33.977722
6/5/15,33.909863
6/8/15,33.757191
6/9/15,33.44051
6/10/15,33.714397
6/11/15,33.936943
6/12/15,33.628811
6/15/15,33.406273
6/16/15,33.551777
6/17/15,33.72295
6/18/15,34.022526
6/19/15,33.637356
6/22/15,33.568893
6/23/15,33.209404
6/24/15,33.055347
6/25/15,32.618839
6/26/15,32.730103
6/29/15,31.80571
6/30/15,31.754353
7/1/15,32.353497
7/2/15,32.464771
7/6/15,32.430531
7/7/15,33.123825
7/8/15,32.704426
7/9/15,32.738667
7/10/15,33.01255
7/13/15,33.252201
7/14/15,33.286446
7/15/15,33.380589
7/16/15,33.808556
7/17/15,33.808556
7/20/15,33.936943
7/21/15,34.501842
7/22/15,34.356327
7/23/15,34.16803
7/24/15,34.116676
7/27/15,34.193703
7/28/15,34.54464
7/29/15,34.78429
7/30/15,34.407692
7/31/15,34.758625
8/3/15,34.78429
8/4/15,34.621666
8/5/15,34.647343
8/6/15,34.82708
8/7/15,34.887005
8/10/15,34.861324
8/11/15,35.212254
8/12/15,35.246487
8/13/15,35.3064
8/14/15,35.391987
8/17/15,35.896973
8/18/15,36.162312
8/19/15,36.042484
8/20/15,35.614525
8/21/15,34.801411
8/24/15,32.593159
8/25/15,31.198013
8/26/15,32.122406
8/27/15,33.140938
8/28/15,33.286446
8/31/15,32.524677
9/1/15,31.617414
9/2/15,32.045364
9/3/15,32.362057
9/4/15,31.394876
9/8/15,31.89987
9/9/15,31.240814
9/10/15,31.454796
9/11/15,31.865631
9/14/15,31.839947
9/15/15,32.302139
9/16/15,32.622223
9/17/15,33.037464
9/18/15,33.002861
9/21/15,33.444046
9/22/15,32.994209
9/23/15,33.253727
9/24/15,32.881752
9/25/15,33.444046
9/28/15,32.890396
9/29/15,33.51326
9/30/15,33.651669
10/1/15,33.980404
10/2/15,34.490795
10/5/15,35.0704
10/6/15,35.0704
10/7/15,35.252075
10/8/15,35.667309
10/9/15,35.823032
10/12/15,36.255569
10/13/15,35.727863
10/14/15,35.425087
10/15/15,35.900883
10/16/15,36.056599
10/19/15,36.592937
10/20/15,36.990875
10/21/15,37.016842
10/22/15,37.380173
10/23/15,37.224461
10/26/15,37.39748
10/27/15,37.302319
10/28/15,37.501286
10/29/15,37.336906
10/30/15,36.964939
11/2/15,37.786766
11/3/15,37.414776
11/4/15,37.345558
11/5/15,37.328266
11/6/15,36.220963
11/9/15,35.347233
11/10/15,35.589462
11/11/15,35.76247
11/12/15,35.520252
11/13/15,35.44239
11/16/15,36.1604
11/17/15,35.987392
11/18/15,36.566998
11/19/15,36.584293
11/20/15,37.285011
11/23/15,37.388824
11/24/15,37.492634
11/25/15,37.406124
11/27/15,37.717548
11/30/15,36.982235
12/1/15,37.778103
12/2/15,36.636192
12/3/15,35.883583
12/4/15,36.938972
12/7/15,36.904381
12/8/15,36.71405
12/9/15,36.445889
12/10/15,36.324772
12/11/15,36.167561
12/14/15,36.062752
12/15/15,36.298573
12/16/15,36.962349
12/17/15,36.682865
12/18/15,36.412106
12/21/15,36.595528
12/22/15,36.744007
12/23/15,37.023491
12/24/15,37.084637
12/28/15,37.477669
12/29/15,38.054108
12/30/15,37.765888
12/31/15,37.486397
1/4/16,36.595528
1/5/16,37.36412
1/6/16,37.163235
1/7/16,36.193768
1/8/16,35.870602
1/11/16,35.826935
1/12/16,35.5387
1/13/16,35.372761
1/14/16,34.630383
1/15/16,33.896717
1/19/16,34.097599
1/20/16,32.673954
1/21/16,32.953438
1/22/16,33.704571
1/25/16,33.381409
1/26/16,34.805054
1/27/16,34.473167
1/28/16,33.957855
1/29/16,34.473167
2/1/16,34.473167
2/2/16,34.298477
2/3/16,34.51683
2/4/16,34.569237
2/5/16,34.272278
2/8/16,32.883568
2/9/16,32.665218
2/10/16,32.577877
2/11/16,31.0669
2/12/16,31.503595
2/16/16,32.455608
2/17/16,32.717625
2/18/16,32.901035
2/19/16,32.60408
2/22/16,32.935974
2/23/16,33.110653
2/24/16,33.337742
2/25/16,34.123795
2/26/16,33.722042
2/29/16,33.591022
3/1/16,35.180622
3/2/16,35.346565
3/3/16,35.826935
3/4/16,36.237434
3/7/16,36.333504
3/8/16,36.106422
3/9/16,36.438316
3/10/16,36.158825
3/11/16,37.110836
3/14/16,37.023491
3/15/16,36.98856
3/16/16,37.341412
3/17/16,37.905998
3/18/16,37.711933
3/21/16,37.588425
3/22/16,37.544308
3/23/16,37.209103
3/24/16,37.332588
3/28/16,37.888355
3/29/16,38.673458
3/30/16,38.523499
3/31/16,38.973392
4/1/16,39.361538
4/4/16,39.158649
4/5/16,38.920467
4/6/16,38.858719
4/7/16,38.505852
4/8/16,38.920467
4/11/16,38.788147
4/12/16,38.788147
4/13/16,39.282146
4/14/16,39.167469
4/15/16,39.546799
4/18/16,39.802616
4/19/16,40.384838
4/20/16,39.723225
4/21/16,39.026329
4/22/16,39.608543
4/25/16,40.393654
4/26/16,40.402477
4/27/16,40.578915
4/28/16,40.270168
4/29/16,40.058441
5/2/16,40.587738
5/3/16,40.270168
5/4/16,40.473053
5/5/16,40.675949
5/6/16,41.108192
5/9/16,41.716881
5/10/16,42.122673
5/11/16,41.42577
5/12/16,41.858036
5/13/16,41.849213
5/16/16,42.422604
5/17/16,41.902134
5/18/16,41.337566
5/19/16,41.037628
5/20/16,41.319916
5/23/16,41.055279
5/24/16,41.690418
5/25/16,41.540462
5/26/16,41.558102
5/27/16,41.972706
5/31/16,41.9286
6/1/16,42.157967
6/2/16,42.352032
6/3/16,42.748997
6/6/16,42.6255
6/7/16,43.234184
6/8/16,43.542934
6/9/16,44.37038
6/10/16,44.414852
6/13/16,44.468239
6/14/16,43.907719
6/15/16,44.379272
6/16/16,44.779648
6/17/16,44.361477
6/20/16,44.388165
6/21/16,44.459354
6/22/16,44.512733
6/23/16,44.566116
6/24/16,42.831158
6/27/16,41.745697
6/28/16,42.671013
6/29/16,43.694191
6/30/16,43.631901
7/1/16,43.364986
7/5/16,44.076767
7/6/16,43.925503
7/7/16,43.37389
7/8/16,44.085663
7/11/16,44.405964
7/12/16,44.566116
7/13/16,45.064365
7/14/16,45.340168
7/15/16,45.669365
7/18/16,45.927383
7/19/16,46.007462
7/20/16,45.909576
7/21/16,46.069736
7/22/16,46.772625
7/25/16,47.146305
7/26/16,47.333149
7/27/16,46.72813
7/28/16,47.715725
7/29/16,48.480888
8/1/16,48.58765
8/2/16,48.222866
8/3/16,48.098309
8/4/16,48.044914
8/5/16,48.151691
8/8/16,47.822491
8/9/16,48.258461
8/10/16,48.400818
8/11/16,48.071613
8/12/16,48.356327
8/15/16,48.196171
8/16/16,47.93816
8/17/16,47.680138
8/18/16,47.528893
8/19/16,47.439919
8/22/16,47.689034
8/23/16,47.884773
8/24/16,47.324249
8/25/16,47.431011
8/26/16,46.763725
8/29/16,47.297554
8/30/16,47.279758
8/31/16,47.253075
9/1/16,47.172993
9/2/16,48.027126
9/6/16,48.160587
9/7/16,48.543163
9/8/16,48.080509
9/9/16,45.811729
9/12/16,46.692551
9/13/16,45.50922
9/14/16,45.820618
9/15/16,45.98209
9/16/16,46.170471
9/19/16,47.022652
9/20/16,46.888096
9/21/16,47.803074
9/22/16,48.78981
9/23/16,48.888485
9/26/16,48.744961
9/27/16,48.34129
9/28/16,48.897465
9/29/16,48.251595
9/30/16,48.027336
10/3/16,47.211029
10/4/16,45.90136
10/5/16,45.291378
10/6/16,45.040203
10/7/16,44.672413
10/10/16,44.941528
10/11/16,44.600655
10/12/16,45.01329
10/13/16,45.937237
10/14/16,45.632244
10/17/16,45.928272
10/18/16,46.708694
10/19/16,46.923985
10/20/16,47.28278
10/21/16,47.004711
10/24/16,47.372498
10/25/16,47.220001
10/26/16,46.717655
10/27/16,45.748863
10/28/16,45.811649
10/31/16,46.789421
11/1/16,45.551506
11/2/16,44.717262
11/3/16,44.205956
11/4/16,44.259777
11/7/16,45.587395
11/8/16,45.793701
11/9/16,43.57803
11/10/16,42.169685
11/11/16,41.604557
11/14/16,42.896278
11/15/16,43.093632
11/16/16,43.183331
11/17/16,43.075691
11/18/16,43.927876
11/21/16,43.87405
11/22/16,44.618591
11/23/16,44.591682
11/25/16,44.582714
11/28/16,45.399017
11/29/16,46.143551
11/30/16,45.659157
12/1/16,44.806973
12/2/16,44.806973
12/5/16,45.390045
12/6/16,45.479748
12/7/16,47.112354
12/8/16,47.076469
12/9/16,46.995739
12/12/16,47.498085
12/13/16,47.72234
12/14/16,46.430607
12/15/16,46.412521
12/16/16,47.461597
12/19/16,47.470642
12/20/16,47.434467
12/21/16,46.937061
12/22/16,46.937061
12/23/16,46.801399
12/27/16,47.063679
12/28/16,46.620522
12/29/16,47.271683
12/30/16,47.741959
1/3/17,47.750996
1/4/17,48.601109
1/5/17,48.61919
1/6/17,48.935722
1/9/17,48.56493
1/10/17,47.452557
1/11/17,47.25359
1/12/17,47.65152
1/13/17,47.298798
1/17/17,47.506813
1/18/17,47.796215
1/19/17,47.714817
1/20/17,47.542992
1/23/17,47.778133
1/24/17,46.873753
1/25/17,46.837578
1/26/17,46.068851
1/27/17,44.540459
1/30/17,44.079235
1/31/17,44.178711
2/1/17,43.807915
2/2/17,44.368633
2/3/17,45.408665
2/6/17,44.667076
2/7/17,44.070183
2/8/17,44.648987
2/9/17,44.694206
2/10/17,45.31823
2/13/17,45.191616
2/14/17,45.146385
2/15/17,44.685165
2/16/17,45.327267
2/17/17,45.390572
2/21/17,45.897026
2/22/17,45.526234
2/23/17,45.725204
2/24/17,46.195469
2/27/17,46.674786
2/28/17,46.168339
3/1/17,46.114079
3/2/17,46.168339
3/3/17,46.249725
3/6/17,45.752327
3/7/17,45.71616
3/8/17,45.155445
3/9/17,44.585682
3/10/17,44.676125
3/13/17,44.977249
3/14/17,45.041122
3/15/17,46.263878
3/16/17,46.263878
3/17/17,46.519375
3/20/17,47.003002
3/21/17,45.999252
3/22/17,45.908001
3/23/17,46.409874
3/24/17,46.564999
3/27/17,45.5065
3/28/17,45.898872
3/29/17,46.209126
3/30/17,46.70187
3/31/17,47.340626
4/3/17,47.669132
4/4/17,47.906372
4/5/17,48.061508
4/6/17,48.417381
4/7/17,48.891888
4/10/17,49.457638
4/11/17,49.804382
4/12/17,50.12376
4/13/17,49.795258
4/17/17,50.424889
4/18/17,49.786129
4/19/17,49.548882
4/20/17,49.758766
4/21/17,49.594505
4/24/17,49.585384
4/25/17,50.059883
4/26/17,49.685764
4/27/17,50.09639
4/28/17,49.649258
5/1/17,49.968636
5/2/17,49.822632
5/3/17,49.110874
5/4/17,49.375507
5/5/17,49.87738
5/8/17,50.005135
5/9/17,49.457638
5/10/17,49.850006
5/11/17,49.840881
5/12/17,49.594505
5/15/17,50.187637
5/16/17,50.032513
5/17/17,50.488766
5/18/17,49.97776
5/19/17,50.406635
5/22/17,50.561768
5/23/17,50.817261
5/24/17,50.981506
5/25/17,51.008892
5/26/17,50.908508
5/30/17,50.945015
5/31/17,50.680389
6/1/17,51.018017
6/2/17,51.903141
6/5/17,51.474266
6/6/17,51.538136
6/7/17,51.793636
6/8/17,51.51989
6/9/17,52.131264
6/12/17,52.719803
6/13/17,52.591061
6/14/17,53.179596
6/15/17,53.804905
6/16/17,53.455479
6/19/17,53.878471
6/20/17,53.032463
6/21/17,53.381905
6/22/17,53.004871
6/23/17,53.814114
6/26/17,54.310688
6/27/17,53.998032
6/28/17,54.430233
6/29/17,53.970436
6/30/17,53.924458
7/3/17,54.430233
7/5/17,53.823299
7/6/17,52.673824
7/7/17,53.106033
7/10/17,52.673824
7/11/17,52.36116
7/12/17,53.142818
7/13/17,52.922108
7/14/17,53.409492
7/17/17,53.814114
7/18/17,55.285439
7/19/17,55.285439
7/20/17,54.411835
7/21/17,54.246319
7/24/17,55.450966
7/25/17,55.423382
7/26/17,56.223419
7/27/17,56.24181
7/28/17,56.600449
7/31/17,55.91996
8/1/17,56.407341
8/2/17,56.278595
8/3/17,56.205029
8/4/17,56.425728
8/7/17,55.772827
8/8/17,55.892365
8/9/17,55.855583
8/10/17,55.119919
8/11/17,54.908413
8/14/17,56.39814
8/15/17,56.913113
8/16/17,57.244164
8/17/17,56.370556
8/18/17,56.306183
8/21/17,57.097031
8/22/17,56.738392
8/23/17,57.759129
8/24/17,57.262554
8/25/17,57.547626
8/28/17,57.409683
8/29/17,57.17979
8/30/17,57.437271
8/31/17,58.2649
9/1/17,58.651119
9/5/17,58.402836
9/6/17,58.062595
9/7/17,58.586754
9/8/17,58.825848
9/11/17,59.892563
9/12/17,59.460361
9/13/17,58.862629
9/14/17,60.039707
9/15/17,60.363731
9/18/17,60.206341
9/19/17,59.947113
9/20/17,59.826756
9/21/17,59.586044
9/22/17,58.956486
9/25/17,59.271263
9/26/17,58.937965
9/27/17,58.243603
9/28/17,58.836121
9/29/17,58.7528
10/2/17,58.873158
10/3/17,58.96574
10/4/17,59.326817
10/5/17,59.780468
10/6/17,59.734169
10/9/17,60.021179
10/10/17,59.919334
10/11/17,59.715656
10/12/17,60.252636
10/13/17,60.37299
10/16/17,60.178566
10/17/17,59.539745
10/18/17,60.465576
10/19/17,59.761951
10/20/17,59.660107
10/23/17,59.678619
10/24/17,59.28978
10/25/17,59.280514
10/26/17,59.502716
10/27/17,59.891571
10/30/17,59.326817
10/31/17,59.789726
11/1/17,60.178566
11/2/17,61.048847
11/3/17,61.354359
11/6/17,61.604343
11/7/17,61.595085
11/8/17,61.770977
11/9/17,61.548794
11/10/17,61.308079
11/13/17,62.095032
11/14/17,62.206123
11/15/17,60.724796
11/16/17,62.076515
11/17/17,61.382153
11/20/17,61.511765
11/21/17,62.400547
11/22/17,61.928375
11/24/17,62.085751
11/27/17,61.909866
11/28/17,61.743217
11/29/17,61.224743
11/30/17,61.317329
12/1/17,61.280296
12/4/17,61.048847
12/5/17,59.660107
12/6/17,59.919334
12/7/17,60.937744
12/8/17,61.252522
12/11/17,60.854427
12/12/17,61.261784
12/13/17,60.882198
12/14/17,61.021069
12/15/17,61.49641
12/18/17,61.384571
12/19/17,59.073097
12/20/17,58.765511
12/21/17,58.728233
12/22/17,59.492516
12/26/17,59.4832
12/27/17,59.911934
12/28/17,60.359322
12/29/17,60.126305
1/2/18,59.660286
1/3/18,59.548435
1/4/18,58.355415
1/5/18,58.308819
1/8/18,58.989204
1/9/18,58.3927
1/10/18,57.264919
1/11/18,57.460655
1/12/18,57.64706
1/16/18,57.917362
1/17/18,58.588428
1/18/18,57.255604
1/19/18,57.581818
1/22/18,58.821445
1/23/18,60.55505
1/24/18,60.098351
1/25/18,59.856014
1/26/18,60.014462
1/29/18,59.082413
1/30/18,58.625713
1/31/18,60.685532
2/1/18,59.389984
2/2/18,59.492516
2/5/18,57.050552
2/6/18,56.612495
2/7/18,55.960052
2/8/18,54.366261
2/9/18,56.221031
2/12/18,56.062588
2/13/18,57.003948
2/14/18,56.426083
2/15/18,57.236958
2/16/18,57.768227
2/20/18,57.069191
2/21/18,55.838898
2/22/18,55.866852
2/23/18,57.097153
2/26/18,57.143761
2/27/18,56.258308
2/28/18,56.556564
3/1/18,56.593857
3/2/18,56.127831
3/5/18,56.938713
3/6/18,57.414051
3/7/18,57.712303
3/8/18,58.141048
3/9/18,59.362022
3/12/18,59.240856
3/13/18,59.063766
3/14/18,59.373699
3/15/18,59.580315
3/16/18,59.946587
3/19/18,59.486397
3/20/18,59.711796
3/21/18,58.819595
3/22/18,57.955563
3/23/18,56.452911
3/26/18,57.504761
3/27/18,58.265488
3/28/18,58.725674
3/29/18,59.157688
4/2/18,57.664421
4/3/18,57.97435
4/4/18,58.368793
4/5/18,58.002522
4/6/18,57.51416
4/9/18,57.589287
4/10/18,57.852257
4/11/18,57.871037
4/12/18,57.889816
4/13/18,58.472103
4/16/18,58.791409
4/17/18,61.327152
4/18/18,61.665253
4/19/18,61.261414
4/20/18,61.036003
4/23/18,60.932697
4/24/18,61.252018
4/25/18,60.707306
4/26/18,61.862484
4/27/18,62.52927
4/30/18,60.96088
5/1/18,61.111145
5/2/18,60.810616
5/3/18,60.857578
5/4/18,61.280186
5/7/18,61.505589
5/8/18,61.223843
5/9/18,61.252018
5/10/18,61.599499
5/11/18,61.355316
5/14/18,61.242626
5/15/18,60.312855
5/16/18,59.542747
5/17/18,59.430038
5/18/18,59.392479
5/21/18,59.937191
5/22/18,59.890232
5/23/18,60.829395
5/24/18,60.557041
5/25/18,60.491295
5/29/18,60.397385
5/30/18,60.857578
5/31/18,60.434944
6/1/18,61.148705
6/4/18,62.219353
6/5/18,62.022129
6/6/18,61.928211
6/7/18,61.946987
6/8/18,61.937599
6/11/18,61.496197
6/12/18,61.52438
6/13/18,60.767509
6/14/18,60.947258
6/15/18,60.50259
6/18/18,60.710728
6/19/18,60.086315
6/20/18,60.653969
6/21/18,60.50259
6/22/18,60.843185
6/25/18,60.682346
6/26/18,60.568813
6/27/18,60.937798
6/28/18,61.637905
6/29/18,62.148796
7/2/18,61.041859
7/3/18,61.543297
7/5/18,62.423157
7/6/18,62.631298
7/9/18,62.252865
7/10/18,62.28125
7/11/18,61.874424
7/12/18,62.129871
7/13/18,61.997425
7/16/18,61.533836
7/17/18,60.001167
7/18/18,59.57542
7/19/18,60.076851
7/20/18,59.073994
7/23/18,59.196983
7/24/18,58.998306
7/25/18,60.322834
7/26/18,61.628445
7/27/18,61.495991
7/30/18,61.495991
7/31/18,62.082573
8/1/18,62.54615
8/2/18,62.300175
8/3/18,63.208412
8/6/18,62.896217
8/7/18,62.120422
8/8/18,62.158253
8/9/18,61.846043
8/10/18,61.089169
8/13/18,60.956718
8/14/18,60.597206
8/15/18,61.032406
8/16/18,62.11095
8/17/18,63.795006
8/20/18,64.097748
8/21/18,62.205551
8/22/18,61.647373
8/23/18,61.051323
8/24/18,62.527225
8/27/18,62.404232
8/28/18,63.709839
8/29/18,63.586853
8/30/18,63.274651
8/31/18,63.558479
9/4/18,62.659687
9/5/18,63.615231
9/6/18,63.558479
9/7/18,62.442085
9/10/18,62.952969
9/11/18,62.811058
9/12/18,62.848904
9/13/18,63.946358
9/14/18,64.060715
9/17/18,64.337029
9/18/18,63.58429
9/19/18,62.841053
9/20/18,64.184593
9/21/18,64.308456
9/24/18,63.193607
9/25/18,63.250774
9/26/18,62.879169
9/27/18,63.327015
9/28/18,64.594315
10/1/18,64.070236
10/2/18,63.288891
10/3/18,62.917282
10/4/18,62.440857
10/5/18,62.164524
10/8/18,63.079266
10/9/18,63.898716
10/10/18,62.469429
10/11/18,59.877659
10/12/18,59.591805
10/15/18,60.096821
10/16/18,60.849583
10/17/18,59.896721
10/18/18,60.096821
10/19/18,60.592308
10/22/18,60.277859
10/23/18,61.021091
10/24/18,62.1931
10/25/18,62.783882
10/26/18,61.392708
10/29/18,62.221699
10/30/18,62.526615
10/31/18,61.430817
11/1/18,61.707157
11/2/18,61.316475
11/5/18,62.002544
11/6/18,62.802937
11/7/18,63.917778
11/8/18,63.955902
11/9/18,64.384682
11/12/18,64.565735
11/13/18,64.365623
11/14/18,64.37516
11/15/18,63.574757
11/16/18,64.13694
11/19/18,64.508545
11/20/18,63.555687
11/21/18,63.765331
11/23/18,63.80344
11/26/18,63.231716
11/27/18,63.517586
11/28/18,64.175049
11/29/18,64.013077
11/30/18,64.16552
12/3/18,65.413773
12/4/18,63.708149
12/6/18,65.251793
12/7/18,63.689095
12/10/18,62.831528
12/11/18,63.336536
12/12/18,61.592812
12/13/18,62.050182
12/14/18,61.754791
12/17/18,59.057281
12/18/18,60.122852
12/19/18,58.798084
12/20/18,57.953316
12/21/18,56.513367
12/24/18,53.700653
12/26/18,55.649395
12/27/18,55.678188
12/28/18,56.148571
12/31/18,56.369366
1/2/19,54.747021
1/3/19,54.305431
1/4/19,55.678188
1/7/19,56.580559
1/8/19,58.462097
1/9/19,58.855686
1/10/19,59.882851
1/11/19,59.863655
1/14/19,59.85405
1/15/19,60.679623
1/16/19,60.996418
1/17/19,61.486004
1/18/19,62.109982
1/22/19,62.186775
1/23/19,62.465172
1/24/19,62.138779
1/25/19,63.367542
1/28/19,64.039505
1/29/19,64.836288
1/30/19,65.65226
1/31/19,66.391449
2/1/19,66.631432
2/4/19,66.861824
2/5/19,67.140221
